SrNo,TollID,CategoryID,Single,Round,Category
764,110,1,59,89,Car/Jeep/Van
765,110,2,104,156,LCV
766,110,3,199,299,Bus/Truck
767,110,4,314,471,Upto 3 Axle
768,110,5,329,494,4 to 6 Axle
769,110,6,359,539,HCM/EME
770,110,7,409,614,7 or more Axle
771,111,1,60,90,Car/Jeep/Van
772,111,2,105,158,LCV
773,111,3,200,300,Bus/Truck
774,111,4,315,473,Upto 3 Axle
775,111,5,330,495,4 to 6 Axle
776,111,6,360,540,HCM/EME
777,111,7,410,615,7 or more Axle
778,112,1,61,92,Car/Jeep/Van
779,112,2,106,159,LCV
780,112,3,201,302,Bus/Truck
781,112,4,316,474,Upto 3 Axle
782,112,5,331,497,4 to 6 Axle
783,112,6,361,542,HCM/EME
784,112,7,411,617,7 or more Axle
785,113,1,62,93,Car/Jeep/Van
786,113,2,107,161,LCV
787,113,3,202,303,Bus/Truck
788,113,4,317,476,Upto 3 Axle
789,113,5,332,498,4 to 6 Axle
790,113,6,362,543,HCM/EME
791,113,7,412,618,7 or more Axle
792,114,1,63,95,Car/Jeep/Van
793,114,2,108,162,LCV
794,114,3,203,305,Bus/Truck
795,114,4,318,477,Upto 3 Axle
796,114,5,333,500,4 to 6 Axle
797,114,6,363,545,HCM/EME
798,114,7,413,620,7 or more Axle
799,115,1,64,96,Car/Jeep/Van
800,115,2,109,164,LCV
801,115,3,204,306,Bus/Truck
802,115,4,319,479,Upto 3 Axle
803,115,5,334,501,4 to 6 Axle
804,115,6,364,546,HCM/EME
805,115,7,414,621,7 or more Axle
806,116,1,65,98,Car/Jeep/Van
807,116,2,110,165,LCV
808,116,3,205,308,Bus/Truck
809,116,4,320,480,Upto 3 Axle
810,116,5,335,503,4 to 6 Axle
811,116,6,365,548,HCM/EME
812,116,7,415,623,7 or more Axle
813,117,1,66,99,Car/Jeep/Van
814,117,2,111,167,LCV
815,117,3,206,309,Bus/Truck
816,117,4,321,482,Upto 3 Axle
817,117,5,336,504,4 to 6 Axle
818,117,6,366,549,HCM/EME
819,117,7,416,624,7 or more Axle
820,118,1,67,101,Car/Jeep/Van
821,118,2,112,168,LCV
822,118,3,207,311,Bus/Truck
823,118,4,322,483,Upto 3 Axle
824,118,5,337,506,4 to 6 Axle
825,118,6,367,551,HCM/EME
826,118,7,417,626,7 or more Axle
827,119,1,68,102,Car/Jeep/Van
828,119,2,113,170,LCV
829,119,3,208,312,Bus/Truck
830,119,4,323,485,Upto 3 Axle
831,119,5,338,507,4 to 6 Axle
832,119,6,368,552,HCM/EME
833,119,7,418,627,7 or more Axle
834,120,1,69,104,Car/Jeep/Van
835,120,2,114,171,LCV
836,120,3,209,314,Bus/Truck
837,120,4,324,486,Upto 3 Axle
838,120,5,339,509,4 to 6 Axle
839,120,6,369,554,HCM/EME
840,120,7,419,629,7 or more Axle
841,121,1,70,105,Car/Jeep/Van
842,121,2,115,173,LCV
843,121,3,210,315,Bus/Truck
844,121,4,325,488,Upto 3 Axle
845,121,5,340,510,4 to 6 Axle
846,121,6,370,555,HCM/EME
847,121,7,420,630,7 or more Axle
848,122,1,71,107,Car/Jeep/Van
849,122,2,116,174,LCV
850,122,3,211,317,Bus/Truck
851,122,4,326,489,Upto 3 Axle
852,122,5,341,512,4 to 6 Axle
853,122,6,371,557,HCM/EME
854,122,7,421,632,7 or more Axle
855,123,1,72,108,Car/Jeep/Van
856,123,2,117,176,LCV
857,123,3,212,318,Bus/Truck
858,123,4,327,491,Upto 3 Axle
859,123,5,342,513,4 to 6 Axle
860,123,6,372,558,HCM/EME
861,123,7,422,633,7 or more Axle
862,124,1,73,110,Car/Jeep/Van
863,124,2,118,177,LCV
864,124,3,213,320,Bus/Truck
865,124,4,328,492,Upto 3 Axle
866,124,5,343,515,4 to 6 Axle
867,124,6,373,560,HCM/EME
868,124,7,423,635,7 or more Axle
869,125,1,74,111,Car/Jeep/Van
870,125,2,119,179,LCV
871,125,3,214,321,Bus/Truck
872,125,4,329,494,Upto 3 Axle
873,125,5,344,516,4 to 6 Axle
874,125,6,374,561,HCM/EME
875,125,7,424,636,7 or more Axle
876,126,1,50,75,Car/Jeep/Van
877,126,2,95,143,LCV
878,126,3,190,285,Bus/Truck
879,126,4,305,458,Upto 3 Axle
880,126,5,320,480,4 to 6 Axle
881,126,6,350,525,HCM/EME
882,126,7,400,600,7 or more Axle
883,127,1,51,77,Car/Jeep/Van
884,127,2,96,144,LCV
885,127,3,191,287,Bus/Truck
886,127,4,306,459,Upto 3 Axle
887,127,5,321,482,4 to 6 Axle
888,127,6,351,527,HCM/EME
889,127,7,401,602,7 or more Axle
890,128,1,52,78,Car/Jeep/Van
891,128,2,97,146,LCV
892,128,3,192,288,Bus/Truck
893,128,4,307,461,Upto 3 Axle
894,128,5,322,483,4 to 6 Axle
895,128,6,352,528,HCM/EME
896,128,7,402,603,7 or more Axle
897,129,1,53,80,Car/Jeep/Van
898,129,2,98,147,LCV
899,129,3,193,290,Bus/Truck
900,129,4,308,462,Upto 3 Axle
901,129,5,323,485,4 to 6 Axle
902,129,6,353,530,HCM/EME
903,129,7,403,605,7 or more Axle
904,130,1,54,81,Car/Jeep/Van
905,130,2,99,149,LCV
906,130,3,194,291,Bus/Truck
907,130,4,309,464,Upto 3 Axle
908,130,5,324,486,4 to 6 Axle
909,130,6,354,531,HCM/EME
910,130,7,404,606,7 or more Axle
911,131,1,55,83,Car/Jeep/Van
912,131,2,100,150,LCV
913,131,3,195,293,Bus/Truck
914,131,4,310,465,Upto 3 Axle
915,131,5,325,488,4 to 6 Axle
916,131,6,355,533,HCM/EME
917,131,7,405,608,7 or more Axle
918,132,1,56,84,Car/Jeep/Van
919,132,2,101,152,LCV
920,132,3,196,294,Bus/Truck
921,132,4,311,467,Upto 3 Axle
922,132,5,326,489,4 to 6 Axle
923,132,6,356,534,HCM/EME
924,132,7,406,609,7 or more Axle
925,133,1,57,86,Car/Jeep/Van
926,133,2,102,153,LCV
927,133,3,197,296,Bus/Truck
928,133,4,312,468,Upto 3 Axle
929,133,5,327,491,4 to 6 Axle
930,133,6,357,536,HCM/EME
931,133,7,407,611,7 or more Axle
932,134,1,58,87,Car/Jeep/Van
933,134,2,103,155,LCV
934,134,3,198,297,Bus/Truck
935,134,4,313,470,Upto 3 Axle
936,134,5,328,492,4 to 6 Axle
937,134,6,358,537,HCM/EME
938,134,7,408,612,7 or more Axle
939,135,1,59,89,Car/Jeep/Van
940,135,2,104,156,LCV
941,135,3,199,299,Bus/Truck
942,135,4,314,471,Upto 3 Axle
943,135,5,329,494,4 to 6 Axle
944,135,6,359,539,HCM/EME
945,135,7,409,614,7 or more Axle
946,136,1,60,90,Car/Jeep/Van
947,136,2,105,158,LCV
948,136,3,200,300,Bus/Truck
949,136,4,315,473,Upto 3 Axle
950,136,5,330,495,4 to 6 Axle
951,136,6,360,540,HCM/EME
952,136,7,410,615,7 or more Axle
953,137,1,61,92,Car/Jeep/Van
954,137,2,106,159,LCV
955,137,3,201,302,Bus/Truck
956,137,4,316,474,Upto 3 Axle
957,137,5,331,497,4 to 6 Axle
958,137,6,361,542,HCM/EME
959,137,7,411,617,7 or more Axle
960,138,1,62,93,Car/Jeep/Van
961,138,2,107,161,LCV
962,138,3,202,303,Bus/Truck
963,138,4,317,476,Upto 3 Axle
964,138,5,332,498,4 to 6 Axle
965,138,6,362,543,HCM/EME
966,138,7,412,618,7 or more Axle
967,139,1,63,95,Car/Jeep/Van
968,139,2,108,162,LCV
969,139,3,203,305,Bus/Truck
970,139,4,318,477,Upto 3 Axle
971,139,5,333,500,4 to 6 Axle
972,139,6,363,545,HCM/EME
973,139,7,413,620,7 or more Axle
974,140,1,64,96,Car/Jeep/Van
975,140,2,109,164,LCV
976,140,3,204,306,Bus/Truck
977,140,4,319,479,Upto 3 Axle
978,140,5,334,501,4 to 6 Axle
979,140,6,364,546,HCM/EME
980,140,7,414,621,7 or more Axle
981,141,1,65,98,Car/Jeep/Van
982,141,2,110,165,LCV
983,141,3,205,308,Bus/Truck
984,141,4,320,480,Upto 3 Axle
985,141,5,335,503,4 to 6 Axle
986,141,6,365,548,HCM/EME
987,141,7,415,623,7 or more Axle
988,142,1,66,99,Car/Jeep/Van
989,142,2,111,167,LCV
990,142,3,206,309,Bus/Truck
991,142,4,321,482,Upto 3 Axle
992,142,5,336,504,4 to 6 Axle
993,142,6,366,549,HCM/EME
994,142,7,416,624,7 or more Axle
995,143,1,67,101,Car/Jeep/Van
996,143,2,112,168,LCV
997,143,3,207,311,Bus/Truck
998,143,4,322,483,Upto 3 Axle
999,143,5,337,506,4 to 6 Axle
1000,143,6,367,551,HCM/EME
1001,143,7,417,626,7 or more Axle
1002,144,1,68,102,Car/Jeep/Van
1003,144,2,113,170,LCV
1004,144,3,208,312,Bus/Truck
1005,144,4,323,485,Upto 3 Axle
1006,144,5,338,507,4 to 6 Axle
1007,144,6,368,552,HCM/EME
1008,144,7,418,627,7 or more Axle
1009,145,1,69,104,Car/Jeep/Van
1010,145,2,114,171,LCV
1011,145,3,209,314,Bus/Truck
1012,145,4,324,486,Upto 3 Axle
1013,145,5,339,509,4 to 6 Axle
1014,145,6,369,554,HCM/EME
1015,145,7,419,629,7 or more Axle
1016,146,1,70,105,Car/Jeep/Van
1017,146,2,115,173,LCV
1018,146,3,210,315,Bus/Truck
1019,146,4,325,488,Upto 3 Axle
1020,146,5,340,510,4 to 6 Axle
1021,146,6,370,555,HCM/EME
1022,146,7,420,630,7 or more Axle
1023,147,1,71,107,Car/Jeep/Van
1024,147,2,116,174,LCV
1025,147,3,211,317,Bus/Truck
1026,147,4,326,489,Upto 3 Axle
1027,147,5,341,512,4 to 6 Axle
1028,147,6,371,557,HCM/EME
1029,147,7,421,632,7 or more Axle
1030,148,1,72,108,Car/Jeep/Van
1031,148,2,117,176,LCV
1032,148,3,212,318,Bus/Truck
1033,148,4,327,491,Upto 3 Axle
1034,148,5,342,513,4 to 6 Axle
1035,148,6,372,558,HCM/EME
1036,148,7,422,633,7 or more Axle
1037,149,1,73,110,Car/Jeep/Van
1038,149,2,118,177,LCV
1039,149,3,213,320,Bus/Truck
1040,149,4,328,492,Upto 3 Axle
1041,149,5,343,515,4 to 6 Axle
1042,149,6,373,560,HCM/EME
1043,149,7,423,635,7 or more Axle
1044,150,1,74,111,Car/Jeep/Van
1045,150,2,119,179,LCV
1046,150,3,214,321,Bus/Truck
1047,150,4,329,494,Upto 3 Axle
1048,150,5,344,516,4 to 6 Axle
1049,150,6,374,561,HCM/EME
1050,150,7,424,636,7 or more Axle
1051,151,1,50,75,Car/Jeep/Van
1052,151,2,95,143,LCV
1053,151,3,190,285,Bus/Truck
1054,151,4,305,458,Upto 3 Axle
1055,151,5,320,480,4 to 6 Axle
1056,151,6,350,525,HCM/EME
1057,151,7,400,600,7 or more Axle
1058,152,1,51,77,Car/Jeep/Van
1059,152,2,96,144,LCV
1060,152,3,191,287,Bus/Truck
1061,152,4,306,459,Upto 3 Axle
1062,152,5,321,482,4 to 6 Axle
1063,152,6,351,527,HCM/EME
1064,152,7,401,602,7 or more Axle
1065,153,1,52,78,Car/Jeep/Van
1066,153,2,97,146,LCV
1067,153,3,192,288,Bus/Truck
1068,153,4,307,461,Upto 3 Axle
1069,153,5,322,483,4 to 6 Axle
1070,153,6,352,528,HCM/EME
1071,153,7,402,603,7 or more Axle
1072,154,1,53,80,Car/Jeep/Van
1073,154,2,98,147,LCV
1074,154,3,193,290,Bus/Truck
1075,154,4,308,462,Upto 3 Axle
1076,154,5,323,485,4 to 6 Axle
1077,154,6,353,530,HCM/EME
1078,154,7,403,605,7 or more Axle
1079,155,1,54,81,Car/Jeep/Van
1080,155,2,99,149,LCV
1081,155,3,194,291,Bus/Truck
1082,155,4,309,464,Upto 3 Axle
1083,155,5,324,486,4 to 6 Axle
1084,155,6,354,531,HCM/EME
1085,155,7,404,606,7 or more Axle
1086,156,1,55,83,Car/Jeep/Van
1087,156,2,100,150,LCV
1088,156,3,195,293,Bus/Truck
1089,156,4,310,465,Upto 3 Axle
1090,156,5,325,488,4 to 6 Axle
1091,156,6,355,533,HCM/EME
1092,156,7,405,608,7 or more Axle
1093,157,1,56,84,Car/Jeep/Van
1094,157,2,101,152,LCV
1095,157,3,196,294,Bus/Truck
1096,157,4,311,467,Upto 3 Axle
1097,157,5,326,489,4 to 6 Axle
1098,157,6,356,534,HCM/EME
1099,157,7,406,609,7 or more Axle
1100,158,1,57,86,Car/Jeep/Van
1101,158,2,102,153,LCV
1102,158,3,197,296,Bus/Truck
1103,158,4,312,468,Upto 3 Axle
1104,158,5,327,491,4 to 6 Axle
1105,158,6,357,536,HCM/EME
1106,158,7,407,611,7 or more Axle
1107,159,1,58,87,Car/Jeep/Van
1108,159,2,103,155,LCV
1109,159,3,198,297,Bus/Truck
1110,159,4,313,470,Upto 3 Axle
1111,159,5,328,492,4 to 6 Axle
1112,159,6,358,537,HCM/EME
1113,159,7,408,612,7 or more Axle
1114,160,1,59,89,Car/Jeep/Van
1115,160,2,104,156,LCV
1116,160,3,199,299,Bus/Truck
1117,160,4,314,471,Upto 3 Axle
1118,160,5,329,494,4 to 6 Axle
1119,160,6,359,539,HCM/EME
1120,160,7,409,614,7 or more Axle
1121,161,1,60,90,Car/Jeep/Van
1122,161,2,105,158,LCV
1123,161,3,200,300,Bus/Truck
1124,161,4,315,473,Upto 3 Axle
1125,161,5,330,495,4 to 6 Axle
1126,161,6,360,540,HCM/EME
1127,161,7,410,615,7 or more Axle
1128,162,1,61,92,Car/Jeep/Van
1129,162,2,106,159,LCV
1130,162,3,201,302,Bus/Truck
1131,162,4,316,474,Upto 3 Axle
1132,162,5,331,497,4 to 6 Axle
1133,162,6,361,542,HCM/EME
1134,162,7,411,617,7 or more Axle
1135,163,1,62,93,Car/Jeep/Van
1136,163,2,107,161,LCV
1137,163,3,202,303,Bus/Truck
1138,163,4,317,476,Upto 3 Axle
1139,163,5,332,498,4 to 6 Axle
1140,163,6,362,543,HCM/EME
1141,163,7,412,618,7 or more Axle
1142,164,1,63,95,Car/Jeep/Van
1143,164,2,108,162,LCV
1144,164,3,203,305,Bus/Truck
1145,164,4,318,477,Upto 3 Axle
1146,164,5,333,500,4 to 6 Axle
1147,164,6,363,545,HCM/EME
1148,164,7,413,620,7 or more Axle
1149,165,1,64,96,Car/Jeep/Van
1150,165,2,109,164,LCV
1151,165,3,204,306,Bus/Truck
1152,165,4,319,479,Upto 3 Axle
1153,165,5,334,501,4 to 6 Axle
1154,165,6,364,546,HCM/EME
1155,165,7,414,621,7 or more Axle
1156,166,1,65,98,Car/Jeep/Van
1157,166,2,110,165,LCV
1158,166,3,205,308,Bus/Truck
1159,166,4,320,480,Upto 3 Axle
1160,166,5,335,503,4 to 6 Axle
1161,166,6,365,548,HCM/EME
1162,166,7,415,623,7 or more Axle
1163,167,1,66,99,Car/Jeep/Van
1164,167,2,111,167,LCV
1165,167,3,206,309,Bus/Truck
1166,167,4,321,482,Upto 3 Axle
1167,167,5,336,504,4 to 6 Axle
1168,167,6,366,549,HCM/EME
1169,167,7,416,624,7 or more Axle
1170,168,1,67,101,Car/Jeep/Van
1171,168,2,112,168,LCV
1172,168,3,207,311,Bus/Truck
1173,168,4,322,483,Upto 3 Axle
1174,168,5,337,506,4 to 6 Axle
1175,168,6,367,551,HCM/EME
1176,168,7,417,626,7 or more Axle
1177,169,1,68,102,Car/Jeep/Van
1178,169,2,113,170,LCV
1179,169,3,208,312,Bus/Truck
1180,169,4,323,485,Upto 3 Axle
1181,169,5,338,507,4 to 6 Axle
1182,169,6,368,552,HCM/EME
1183,169,7,418,627,7 or more Axle
1184,170,1,69,104,Car/Jeep/Van
1185,170,2,114,171,LCV
1186,170,3,209,314,Bus/Truck
1187,170,4,324,486,Upto 3 Axle
1188,170,5,339,509,4 to 6 Axle
1189,170,6,369,554,HCM/EME
1190,170,7,419,629,7 or more Axle
1191,171,1,70,105,Car/Jeep/Van
1192,171,2,115,173,LCV
1193,171,3,210,315,Bus/Truck
1194,171,4,325,488,Upto 3 Axle
1195,171,5,340,510,4 to 6 Axle
1196,171,6,370,555,HCM/EME
1197,171,7,420,630,7 or more Axle
1198,172,1,71,107,Car/Jeep/Van
1199,172,2,116,174,LCV
1200,172,3,211,317,Bus/Truck
1201,172,4,326,489,Upto 3 Axle
1202,172,5,341,512,4 to 6 Axle
1203,172,6,371,557,HCM/EME
1204,172,7,421,632,7 or more Axle
1205,173,1,72,108,Car/Jeep/Van
1206,173,2,117,176,LCV
1207,173,3,212,318,Bus/Truck
1208,173,4,327,491,Upto 3 Axle
1209,173,5,342,513,4 to 6 Axle
1210,173,6,372,558,HCM/EME
1211,173,7,422,633,7 or more Axle
1212,174,1,73,110,Car/Jeep/Van
1213,174,2,118,177,LCV
1214,174,3,213,320,Bus/Truck
1215,174,4,328,492,Upto 3 Axle
1216,174,5,343,515,4 to 6 Axle
1217,174,6,373,560,HCM/EME
1218,174,7,423,635,7 or more Axle
1219,175,1,74,111,Car/Jeep/Van
1220,175,2,119,179,LCV
1221,175,3,214,321,Bus/Truck
1222,175,4,329,494,Upto 3 Axle
1223,175,5,344,516,4 to 6 Axle
1224,175,6,374,561,HCM/EME
1225,175,7,424,636,7 or more Axle
1226,176,1,50,75,Car/Jeep/Van
1227,176,2,95,143,LCV
1228,176,3,190,285,Bus/Truck
1229,176,4,305,458,Upto 3 Axle
1230,176,5,320,480,4 to 6 Axle
1231,176,6,350,525,HCM/EME
1232,176,7,400,600,7 or more Axle
1233,177,1,51,77,Car/Jeep/Van
1234,177,2,96,144,LCV
1235,177,3,191,287,Bus/Truck
1236,177,4,306,459,Upto 3 Axle
1237,177,5,321,482,4 to 6 Axle
1238,177,6,351,527,HCM/EME
1239,177,7,401,602,7 or more Axle
1240,178,1,52,78,Car/Jeep/Van
1241,178,2,97,146,LCV
1242,178,3,192,288,Bus/Truck
1243,178,4,307,461,Upto 3 Axle
1244,178,5,322,483,4 to 6 Axle
1245,178,6,352,528,HCM/EME
1246,178,7,402,603,7 or more Axle
1247,179,1,53,80,Car/Jeep/Van
1248,179,2,98,147,LCV
1249,179,3,193,290,Bus/Truck
1250,179,4,308,462,Upto 3 Axle
1251,179,5,323,485,4 to 6 Axle
1252,179,6,353,530,HCM/EME
1253,179,7,403,605,7 or more Axle
1254,180,1,54,81,Car/Jeep/Van
1255,180,2,99,149,LCV
1256,180,3,194,291,Bus/Truck
1257,180,4,309,464,Upto 3 Axle
1258,180,5,324,486,4 to 6 Axle
1259,180,6,354,531,HCM/EME
1260,180,7,404,606,7 or more Axle
1261,181,1,55,83,Car/Jeep/Van
1262,181,2,100,150,LCV
1263,181,3,195,293,Bus/Truck
1264,181,4,310,465,Upto 3 Axle
1265,181,5,325,488,4 to 6 Axle
1266,181,6,355,533,HCM/EME
1267,181,7,405,608,7 or more Axle
1268,182,1,56,84,Car/Jeep/Van
1269,182,2,101,152,LCV
1270,182,3,196,294,Bus/Truck
1271,182,4,311,467,Upto 3 Axle
1272,182,5,326,489,4 to 6 Axle
1273,182,6,356,534,HCM/EME
1274,182,7,406,609,7 or more Axle
1275,183,1,57,86,Car/Jeep/Van
1276,183,2,102,153,LCV
1277,183,3,197,296,Bus/Truck
1278,183,4,312,468,Upto 3 Axle
1279,183,5,327,491,4 to 6 Axle
1280,183,6,357,536,HCM/EME
1281,183,7,407,611,7 or more Axle
1282,184,1,58,87,Car/Jeep/Van
1283,184,2,103,155,LCV
1284,184,3,198,297,Bus/Truck
1285,184,4,313,470,Upto 3 Axle
1286,184,5,328,492,4 to 6 Axle
1287,184,6,358,537,HCM/EME
1288,184,7,408,612,7 or more Axle
1289,185,1,59,89,Car/Jeep/Van
1290,185,2,104,156,LCV
1291,185,3,199,299,Bus/Truck
1292,185,4,314,471,Upto 3 Axle
1293,185,5,329,494,4 to 6 Axle
1294,185,6,359,539,HCM/EME
1295,185,7,409,614,7 or more Axle
1296,186,1,60,90,Car/Jeep/Van
1297,186,2,105,158,LCV
1298,186,3,200,300,Bus/Truck
1299,186,4,315,473,Upto 3 Axle
1300,186,5,330,495,4 to 6 Axle
1301,186,6,360,540,HCM/EME
1302,186,7,410,615,7 or more Axle
1303,187,1,61,92,Car/Jeep/Van
1304,187,2,106,159,LCV
1305,187,3,201,302,Bus/Truck
1306,187,4,316,474,Upto 3 Axle
1307,187,5,331,497,4 to 6 Axle
1308,187,6,361,542,HCM/EME
1309,187,7,411,617,7 or more Axle
1310,188,1,62,93,Car/Jeep/Van
1311,188,2,107,161,LCV
1312,188,3,202,303,Bus/Truck
1313,188,4,317,476,Upto 3 Axle
1314,188,5,332,498,4 to 6 Axle
1315,188,6,362,543,HCM/EME
1316,188,7,412,618,7 or more Axle
1317,189,1,63,95,Car/Jeep/Van
1318,189,2,108,162,LCV
1319,189,3,203,305,Bus/Truck
1320,189,4,318,477,Upto 3 Axle
1321,189,5,333,500,4 to 6 Axle
1322,189,6,363,545,HCM/EME
1323,189,7,413,620,7 or more Axle
1324,190,1,64,96,Car/Jeep/Van
1325,190,2,109,164,LCV
1326,190,3,204,306,Bus/Truck
1327,190,4,319,479,Upto 3 Axle
1328,190,5,334,501,4 to 6 Axle
1329,190,6,364,546,HCM/EME
1330,190,7,414,621,7 or more Axle
1331,191,1,65,98,Car/Jeep/Van
1332,191,2,110,165,LCV
1333,191,3,205,308,Bus/Truck
1334,191,4,320,480,Upto 3 Axle
1335,191,5,335,503,4 to 6 Axle
1336,191,6,365,548,HCM/EME
1337,191,7,415,623,7 or more Axle
1338,192,1,66,99,Car/Jeep/Van
1339,192,2,111,167,LCV
1340,192,3,206,309,Bus/Truck
1341,192,4,321,482,Upto 3 Axle
1342,192,5,336,504,4 to 6 Axle
1343,192,6,366,549,HCM/EME
1344,192,7,416,624,7 or more Axle
1345,193,1,67,101,Car/Jeep/Van
1346,193,2,112,168,LCV
1347,193,3,207,311,Bus/Truck
1348,193,4,322,483,Upto 3 Axle
1349,193,5,337,506,4 to 6 Axle
1350,193,6,367,551,HCM/EME
1351,193,7,417,626,7 or more Axle
1352,194,1,68,102,Car/Jeep/Van
1353,194,2,113,170,LCV
1354,194,3,208,312,Bus/Truck
1355,194,4,323,485,Upto 3 Axle
1356,194,5,338,507,4 to 6 Axle
1357,194,6,368,552,HCM/EME
1358,194,7,418,627,7 or more Axle
1359,195,1,69,104,Car/Jeep/Van
1360,195,2,114,171,LCV
1361,195,3,209,314,Bus/Truck
1362,195,4,324,486,Upto 3 Axle
1363,195,5,339,509,4 to 6 Axle
1364,195,6,369,554,HCM/EME
1365,195,7,419,629,7 or more Axle
1366,196,1,70,105,Car/Jeep/Van
1367,196,2,115,173,LCV
1368,196,3,210,315,Bus/Truck
1369,196,4,325,488,Upto 3 Axle
1370,196,5,340,510,4 to 6 Axle
1371,196,6,370,555,HCM/EME
1372,196,7,420,630,7 or more Axle
1373,197,1,71,107,Car/Jeep/Van
1374,197,2,116,174,LCV
1375,197,3,211,317,Bus/Truck
1376,197,4,326,489,Upto 3 Axle
1377,197,5,341,512,4 to 6 Axle
1378,197,6,371,557,HCM/EME
1379,197,7,421,632,7 or more Axle
1380,198,1,72,108,Car/Jeep/Van
1381,198,2,117,176,LCV
1382,198,3,212,318,Bus/Truck
1383,198,4,327,491,Upto 3 Axle
1384,198,5,342,513,4 to 6 Axle
1385,198,6,372,558,HCM/EME
1386,198,7,422,633,7 or more Axle
1387,199,1,73,110,Car/Jeep/Van
1388,199,2,118,177,LCV
1389,199,3,213,320,Bus/Truck
1390,199,4,328,492,Upto 3 Axle
1391,199,5,343,515,4 to 6 Axle
1392,199,6,373,560,HCM/EME
1393,199,7,423,635,7 or more Axle
1394,200,1,74,111,Car/Jeep/Van
1395,200,2,119,179,LCV
1396,200,3,214,321,Bus/Truck
1397,200,4,329,494,Upto 3 Axle
1398,200,5,344,516,4 to 6 Axle
1399,200,6,374,561,HCM/EME
1400,200,7,424,636,7 or more Axle
1401,201,1,50,75,Car/Jeep/Van
1402,201,2,95,143,LCV
1403,201,3,190,285,Bus/Truck
1404,201,4,305,458,Upto 3 Axle
1405,201,5,320,480,4 to 6 Axle
1406,201,6,350,525,HCM/EME
1407,201,7,400,600,7 or more Axle
1408,202,1,51,77,Car/Jeep/Van
1409,202,2,96,144,LCV
1410,202,3,191,287,Bus/Truck
1411,202,4,306,459,Upto 3 Axle
1412,202,5,321,482,4 to 6 Axle
1413,202,6,351,527,HCM/EME
1414,202,7,401,602,7 or more Axle
1415,203,1,52,78,Car/Jeep/Van
1416,203,2,97,146,LCV
1417,203,3,192,288,Bus/Truck
1418,203,4,307,461,Upto 3 Axle
1419,203,5,322,483,4 to 6 Axle
1420,203,6,352,528,HCM/EME
1421,203,7,402,603,7 or more Axle
1422,204,1,53,80,Car/Jeep/Van
1423,204,2,98,147,LCV
1424,204,3,193,290,Bus/Truck
1425,204,4,308,462,Upto 3 Axle
1426,204,5,323,485,4 to 6 Axle
1427,204,6,353,530,HCM/EME
1428,204,7,403,605,7 or more Axle
1429,205,1,54,81,Car/Jeep/Van
1430,205,2,99,149,LCV
1431,205,3,194,291,Bus/Truck
1432,205,4,309,464,Upto 3 Axle
1433,205,5,324,486,4 to 6 Axle
1434,205,6,354,531,HCM/EME
1435,205,7,404,606,7 or more Axle
1436,206,1,55,83,Car/Jeep/Van
1437,206,2,100,150,LCV
1438,206,3,195,293,Bus/Truck
1439,206,4,310,465,Upto 3 Axle
1440,206,5,325,488,4 to 6 Axle
1441,206,6,355,533,HCM/EME
1442,206,7,405,608,7 or more Axle
1443,207,1,56,84,Car/Jeep/Van
1444,207,2,101,152,LCV
1445,207,3,196,294,Bus/Truck
1446,207,4,311,467,Upto 3 Axle
1447,207,5,326,489,4 to 6 Axle
1448,207,6,356,534,HCM/EME
1449,207,7,406,609,7 or more Axle
1450,208,1,57,86,Car/Jeep/Van
1451,208,2,102,153,LCV
1452,208,3,197,296,Bus/Truck
1453,208,4,312,468,Upto 3 Axle
1454,208,5,327,491,4 to 6 Axle
1455,208,6,357,536,HCM/EME
1456,208,7,407,611,7 or more Axle
1457,209,1,58,87,Car/Jeep/Van
1458,209,2,103,155,LCV
1459,209,3,198,297,Bus/Truck
1460,209,4,313,470,Upto 3 Axle
1461,209,5,328,492,4 to 6 Axle
1462,209,6,358,537,HCM/EME
1463,209,7,408,612,7 or more Axle
1464,210,1,59,89,Car/Jeep/Van
1465,210,2,104,156,LCV
1466,210,3,199,299,Bus/Truck
1467,210,4,314,471,Upto 3 Axle
1468,210,5,329,494,4 to 6 Axle
1469,210,6,359,539,HCM/EME
1470,210,7,409,614,7 or more Axle
1471,211,1,60,90,Car/Jeep/Van
1472,211,2,105,158,LCV
1473,211,3,200,300,Bus/Truck
1474,211,4,315,473,Upto 3 Axle
1475,211,5,330,495,4 to 6 Axle
1476,211,6,360,540,HCM/EME
1477,211,7,410,615,7 or more Axle
1478,212,1,61,92,Car/Jeep/Van
1479,212,2,106,159,LCV
1480,212,3,201,302,Bus/Truck
1481,212,4,316,474,Upto 3 Axle
1482,212,5,331,497,4 to 6 Axle
1483,212,6,361,542,HCM/EME
1484,212,7,411,617,7 or more Axle
1485,213,1,62,93,Car/Jeep/Van
1486,213,2,107,161,LCV
1487,213,3,202,303,Bus/Truck
1488,213,4,317,476,Upto 3 Axle
1489,213,5,332,498,4 to 6 Axle
1490,213,6,362,543,HCM/EME
1491,213,7,412,618,7 or more Axle
1492,214,1,63,95,Car/Jeep/Van
1493,214,2,108,162,LCV
1494,214,3,203,305,Bus/Truck
1495,214,4,318,477,Upto 3 Axle
1496,214,5,333,500,4 to 6 Axle
1497,214,6,363,545,HCM/EME
1498,214,7,413,620,7 or more Axle
1499,215,1,64,96,Car/Jeep/Van
1500,215,2,109,164,LCV
